Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
6/18/2018,1&1 Internet,1AND1 INC 402-935-7733 PA06/18,18.34,debit,Business Services,TOTAL CHECKING,,
6/18/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,14.3,credit,Transfer,TOTAL CHECKING,,
6/18/2018,1&1 Internet,Payment to 1&amp;1 Internet Inc.,18.34,debit,Business Services,PayPal Account,,
6/15/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,53.45,credit,Transfer,TOTAL CHECKING,,
6/15/2018,ATM Withdrawal,ATM WITHDRAWAL009424  06/159154 SEPU,120,debit,Cash & ATM,TOTAL CHECKING,,
6/11/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,46.03,credit,Transfer,TOTAL CHECKING,,
6/11/2018,ATM Withdrawal,ATM WITHDRAWAL001798  06/091500 VINE,40,debit,Cash & ATM,TOTAL CHECKING,,
6/11/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,40.26,credit,Transfer,TOTAL CHECKING,,
6/11/2018,ATM Cash Deposit 1500 Vine Street,ATM CASH DEPOSIT 06/09 1500 VINEST HOLLYWOOD CA,100,credit,Income,TOTAL CHECKING,,
06/08/2018,CA State Tax,FRANCHISE TAX BO PAYMENTS   57718954     PM TEL ID: 1282532045,51,debit,State Tax,TOTAL CHECKING,,
06/08/2018,CA State Tax,INSUFFICIENT FUNDS FEE FOR A $51.00 ITEM - DETAILS: FRANCHISE TAX BO PAYMENTS   57718954     PM TEL ID: 1282532045,34,debit,State Tax,TOTAL CHECKING,,
06/07/2018,Tnxi Payroll Ppd,TNXI             PAYROLLPPD ID: 2300889828,469.39,credit,Paycheck,TOTAL CHECKING,,
06/07/2018,Quickpay With Zelle,QuickPay with Zelle payment to Keisha Nicole Thorne 7212372097,60,debit,Credit Card Payment,TOTAL CHECKING,,
06/07/2018,Stripe Transfer Ccd,STRIPE           TRANSFERCCD ID: 1800948598,71.54,credit,Transfer,TOTAL CHECKING,,
06/07/2018,ATM Withdrawal,ATM WITHDRAWAL006201  06/079154 SEPU,500,debit,Cash & ATM,TOTAL CHECKING,,
06/05/2018,Stripe Transfer Ccd,STRIPE           TRANSFERCCD ID: 1800948598,5.89,credit,Transfer,TOTAL CHECKING,,
06/04/2018,ATM Fee,NON-CHASE ATM WITHDRAW282766  06/047555 WOOD,4,debit,ATM Fee,TOTAL CHECKING,,
06/04/2018,ATM Withdrawal,NON-CHASE ATM WITHDRAW282766  06/047555 WOOD,20,debit,Cash & ATM,TOTAL CHECKING,,
06/04/2018,Stripe Transfer Ccd,STRIPE           TRANSFERCCD ID: 1800948598,43.83,credit,Transfer,TOTAL CHECKING,,
06/04/2018,Stripe Transfer Ccd,STRIPE           TRANSFERCCD ID: 1800948598,41.72,credit,Transfer,TOTAL CHECKING,,
06/04/2018,Arco,ARCO #42433 LOS ANGELES CA06/02,10.35,debit,Gas & Fuel,TOTAL CHECKING,,
06/04/2018,Arco,ARCO #42433 LOS ANGELES CA06/04,32.21,debit,Gas & Fuel,TOTAL CHECKING,,
06/04/2018,ATM Fee,NON-CHASE ATM FEE-WITH,2.5,debit,ATM Fee,TOTAL CHECKING,,
5/29/2018,USPS,USPS.COM MOVER'S GUID 800-238-3150 TN        05/26,1,debit,Shipping,TOTAL CHECKING,,
5/29/2018,Cybervision Ca,PAYPAL *CYBERVISION 402-935-7733CA          05/28,11.53,debit,Gift,TOTAL CHECKING,,
5/29/2018,Stripe Transfer Ccd,STRIPE           TRANSFERCCD ID: 1800948598,0.01,credit,Transfer,TOTAL CHECKING,,
5/28/2018,Cybervision Electronics,Purchase from CyberVision Electronics Inc.,27.14,debit,Home Supplies,PayPal Account,,
5/25/2018,Opensky Onlinepymt Web,OPENSKY          ONLINEPYMT 181440111239045 WEB ID: 9000002843,294.82,debit,Bills & Utilities,TOTAL CHECKING,,
5/25/2018,Burger King,BURGER KING #11024 LOS ANGELES CA            05/23,4.15,debit,Fast Food,TOTAL CHECKING,,
5/24/2018,Arco,ARCO #42433 LOS ANGELES CA05/24,50.94,debit,Gas & Fuel,TOTAL CHECKING,,
5/23/2018,Fir St Progress,Online Payment 7170582284 To FIRST PROGRESS 05/23,171.52,debit,Credit Card Payment,TOTAL CHECKING,,
5/23/2018,PayPal,PAYPAL           INST XFER  OTTONAVI       WEB ID: PAYPALSI77,6.46,debit,Shopping,TOTAL CHECKING,,
5/23/2018,ATM Cash Deposit 1500 Vine Street,ATM CASH DEPOSIT 05/23 1500 VINEST HOLLYWOOD CA,500,credit,Income,TOTAL CHECKING,,
5/23/2018,ATM Withdrawal,ATM WITHDRAWAL008828  05/231500 VINE,100,debit,Cash & ATM,TOTAL CHECKING,,
5/22/2018,Tnxi Payroll Ppd,TNXI             PAYROLLPPD ID: 2300889828,850.01,credit,Paycheck,TOTAL CHECKING,,
5/22/2018,ATM Withdrawal,ATM WITHDRAWAL009664  05/229154 SEPU,700,debit,Cash & ATM,TOTAL CHECKING,,
5/22/2018,Kingston Import Company,Purchase from Kingston Import Company,6.46,debit,Business Services,PayPal Account,,
5/17/2018,Carl's Jr,CARL'S JR #1100064 LANCASTER CA05/16,8.09,debit,Fast Food,TOTAL CHECKING,,
5/17/2018,ATM Withdrawal,ATM WITHDRAWAL009525  05/1710348 SEP,20,debit,Cash & ATM,TOTAL CHECKING,,
5/15/2018,GoDaddy.com,DNH*GODADDY.COM 480-5058855 AZ05/14,16.99,debit,Business Services,TOTAL CHECKING,,
5/15/2018,ABM Onsite Vil,ABM ONSITE VIL WSTFL WOODLAND HILL CA        05/12,2,debit,Parking,TOTAL CHECKING,,
5/15/2018,Quickpay With Zelle,QuickPay with Zelle payment fromKEISHA THORNE 7148950460,60,credit,Credit Card Payment,TOTAL CHECKING,,
5/14/2018,Target,TARGET T- 20801 Vent WOODLAND HILL CA        05/12,0.89,debit,Shopping,TOTAL CHECKING,,
5/14/2018,Dinner Detective,THE DINNER DETECTIVE 866-496-0535 CO         05/12,177.86,debit,Entertainment,TOTAL CHECKING,,
5/14/2018,Jack in the Box,JACK IN THE BOX 3347 WOODLAND HILL CA        05/12,5.9,debit,Fast Food,TOTAL CHECKING,,
5/12/2018,Linode,Debit Card signature purchase to LINODE.COM|855-4546633|NJ,5,debit,Business Services,PayPal Account,,
5/11/2018,Coal,COAL-27Apr18-4654,4,debit,State Tax,TOTAL CHECKING,,
5/11/2018,Facebook,Payment to Facebook,0.24,debit,Advertising,PayPal Account,,
5/10/2018,ATM Cash Deposit,ATM CASH DEPOSIT 05/10 9154 SEPULVEDA BLVD NORTH HILLS CA,80,credit,Income,TOTAL CHECKING,,
5/10/2018,Frantech Web Id,FRANTECH         IAT PAYPAL 1003069105654   WEB ID: 770510487C,1.48,debit,Hobbies,TOTAL CHECKING,,
5/10/2018,ATM Cash Deposit,ATM CASH DEPOSIT 05/10 9154 SEPULVEDA BLVD NORTH HILLS CA,180,credit,Income,TOTAL CHECKING,,
5/10/2018,Frantech,Refund from Frantech,1.48,credit,Income,PayPal Account,,
5/10/2018,Frantech,Purchase from Frantech,1.48,debit,Internet,PayPal Account,,
05/08/2018,CA State Tax,FRANCHISE TAX BO PAYMENTS   57304779     PM TEL ID: 1282532045,51,debit,State Tax,TOTAL CHECKING,,
05/08/2018,CA State Tax,INSUFFICIENT FUNDS FEE FOR A $51.00 ITEM - DETAILS: FRANCHISE TAX BO PAYMENTS   57304779     PM TEL ID: 1282532045,34,debit,State Tax,TOTAL CHECKING,,
05/07/2018,Burlington Coat,BURLNGTON STORES573 INGLEWOOD CA912563  05/05,18.68,debit,Clothing,TOTAL CHECKING,,
05/07/2018,Chevron,CHEVRON/CSI-099528/142 LOS ANGELES CA014111  05/05,10.16,debit,Gas & Fuel,TOTAL CHECKING,,
05/07/2018,Ross,ROSS STORES #39 TARZANA CA05/05,25.16,debit,Clothing,TOTAL CHECKING,,
05/07/2018,Spirit Mart,SPIRIT MART PALMDALE CA05/07,40,debit,Gas & Fuel,TOTAL CHECKING,,
05/07/2018,General Nutrition Centers,GNC 9504 GNC 095041066 LANCASTERCA  038370  05/07,43.78,debit,Groceries,TOTAL CHECKING,,
05/07/2018,Burger King,BURGER KING #3679 VAN NUYS CA05/05,3.82,debit,Fast Food,TOTAL CHECKING,,
05/07/2018,KFC,KFC H730005 VAN NUYS CA05/06,6.56,debit,Fast Food,TOTAL CHECKING,,
05/07/2018,Del Taco,DEL TACO 0309 LANCASTER CA05/05,12.14,debit,Fast Food,TOTAL CHECKING,,
05/07/2018,Yoshinoya,YOSHINOYA #4139 LANCASTER CA05/04,8.53,debit,Fast Food,TOTAL CHECKING,,
05/07/2018,Carl's Jr,CARLS JR GB 7389 NORTH HILLS CA05/04,5.48,debit,Fast Food,TOTAL CHECKING,,
05/07/2018,PetSmart,PETSMART # 1854 CANOGA PARK CA05/05,1.08,debit,Pet Food & Supplies,TOTAL CHECKING,,
05/07/2018,T-Mobile,VESTA  *T-MOBILE 888-278-3397 OR05/05,79.72,debit,Mobile Phone,TOTAL CHECKING,,
05/07/2018,ATM Withdrawal,ATM WITHDRAWAL009115  05/041140 W AV,100,debit,Cash & ATM,TOTAL CHECKING,,
05/07/2018,Tnxi Payroll Ppd,TNXI             PAYROLLPPD ID: 2300889828,869.54,credit,Paycheck,TOTAL CHECKING,,
05/07/2018,ATM Withdrawal,ATM WITHDRAWAL009126  05/07805 W LAN,120,debit,Cash & ATM,TOTAL CHECKING,,
05/07/2018,ATM Withdrawal,ATM WITHDRAWAL009117  05/041140 W AV,500,debit,Cash & ATM,TOTAL CHECKING,,
05/07/2018,Big Lots,BIG LOTS STORES 1070 W LANCASTERCA  634951  05/07,5.48,debit,Shopping,TOTAL CHECKING,,
05/07/2018,Chevron,CHEVRON/SOUTH CITY GAS LOS ANGELES CA018781  05/06,20.1,debit,Gas & Fuel,TOTAL CHECKING,,
05/01/2018,Opensky Onlinepymt Web,OPENSKY          ONLINEPYMT 181200109251734 WEB ID: 9000002843,112.82,debit,Bills & Utilities,TOTAL CHECKING,,
4/30/2018,ATM Cash Deposit,ATM CASH DEPOSIT 04/29 15249 VICTORY BLVD VAN NUYS CA,400,credit,Income,TOTAL CHECKING,,
4/30/2018,ATM Withdrawal,ATM WITHDRAWAL001882  04/2915249 VIC,40,debit,Cash & ATM,TOTAL CHECKING,,
4/30/2018,ATM Withdrawal,ATM WITHDRAWAL001891  04/2915249 VIC,100,debit,Cash & ATM,TOTAL CHECKING,,
4/30/2018,ABM Onsite Vil,ABM ONSITE VIL WSTFL WOODLAND HILL CA        04/27,1,debit,Parking,TOTAL CHECKING,,
4/27/2018,ATM Withdrawal,ATM WITHDRAWAL007441  04/2719315 SAT,15,debit,Cash & ATM,TOTAL CHECKING,,
4/25/2018,Internet,Payment from 1&amp;1 Internet Inc.,18.34,credit,Income,PayPal Account,,
4/24/2018,Burger King,BURGER KING #5642 NORTHRIDGE CA04/23,5.67,debit,Fast Food,TOTAL CHECKING,,
4/24/2018,Opensky Onlinepymt Web,OPENSKY          ONLINEPYMT 181130108776067 WEB ID: 9000002843,100,debit,Bills & Utilities,TOTAL CHECKING,,
4/23/2018,ATM Withdrawal,ATM WITHDRAWAL006272  04/218450 VAN,500,debit,Cash & ATM,TOTAL CHECKING,,
4/23/2018,Fir St Progress,Online Payment 7086674816 To FIRST PROGRESS 04/23,89.66,debit,Credit Card Payment,TOTAL CHECKING,,
4/23/2018,ATM Withdrawal,ATM WITHDRAWAL001333  04/2210348 SEP,20,debit,Cash & ATM,TOTAL CHECKING,,
4/20/2018,Tnxi Payroll Ppd,TNXI             PAYROLLPPD ID: 2300889828,670,credit,Paycheck,TOTAL CHECKING,,
4/20/2018,Fallas Sep Mission,FALLAS 464 10310 SEP MISSION HILLS CA        04/20,15.3,debit,Clothing,TOTAL CHECKING,,
4/20/2018,Vons,VONS     Store  3161 MISSION HILLS CA        04/20,6,debit,Groceries,TOTAL CHECKING,,
4/18/2018,1&1 Internet,PAYPAL *1AND1 INC 402-935-7733 PA            04/17,18.34,debit,Business Services,TOTAL CHECKING,,
4/17/2018,1&1 Internet,Payment to 1&amp;1 Internet Inc.,18.34,debit,Business Services,PayPal Account,,
4/16/2018,GoDaddy.com,DNH*GODADDY.COM 480-5058855 AZ04/14,16.99,debit,Business Services,TOTAL CHECKING,,
4/16/2018,ATM Withdrawal,ATM WITHDRAWAL004510  04/142393 E TR,100,debit,Cash & ATM,TOTAL CHECKING,,
4/16/2018,ATM Deposit,ATM CHECK DEPOSIT 04/14 2393 E TROPICANA LAS VEGAS NV,200,credit,Income,TOTAL CHECKING,,
4/13/2018,Mga Investments,MGA INVESTMENTS NORTH HOLLYWO CA04/13,10.15,debit,Investments,TOTAL CHECKING,,
4/10/2018,Wal-Mart,WM SUPERC Wal-Mart Su PORTER RANCH CA        04/10,10.63,debit,Shopping,TOTAL CHECKING,,
4/10/2018,ATM Cash Deposit,ATM CASH DEPOSIT 04/10 19315 SATICOY ST RESEDA CA,100,credit,Income,TOTAL CHECKING,,
4/10/2018,Opensky Onlinepymt Web,OPENSKY          ONLINEPYMT 180990107477130 WEB ID: 9000002843,80.5,debit,Bills & Utilities,TOTAL CHECKING,,
04/09/2018,Home Depot,THE HOME DEPOT #6661 VAN NUYS CA752157  04/08,19.18,debit,Home Improvement,TOTAL CHECKING,,
04/09/2018,T-Mobile,VESTA  *T-MOBILE 888-278-3397 OR04/07,79.72,debit,Mobile Phone,TOTAL CHECKING,,
04/09/2018,Del Taco,DEL TACO 0266 MISSION HILLS CA04/05,3.6,debit,Fast Food,TOTAL CHECKING,,
04/09/2018,Fir St Progress,Online Payment 7045854179 To FIRST PROGRESS 04/09,216.23,debit,Credit Card Payment,TOTAL CHECKING,,
04/09/2018,ATM Cash Deposit,ATM CASH DEPOSIT 04/07 9154 SEPULVEDA BLVD NORTH HILLS CA,200,credit,Income,TOTAL CHECKING,,
04/09/2018,Arco,ARCO #42039 NORTHRIDGE CA04/08,3.73,debit,Gas & Fuel,TOTAL CHECKING,,
04/09/2018,Public Storage,PUBLIC STORAGE 20630 VAN NUYS CA04/07,57.89,debit,Home,TOTAL CHECKING,,
04/09/2018,Circle K,CIRCLE K 09465 SANTA CLARITA CA04/08,29.25,debit,Gas & Fuel,TOTAL CHECKING,,
04/09/2018,Us Cornerstore,US CORNERSTORE PALMDALE CA04/07,20,debit,Fast Food,TOTAL CHECKING,,
04/06/2018,Wendy's,WENDY'S 88210 PANORAMA CITY CA04/05,4.38,debit,Fast Food,TOTAL CHECKING,,
04/06/2018,ATM Withdrawal,ATM WITHDRAWAL001324  04/069154 SEPU,500,debit,Cash & ATM,TOTAL CHECKING,,
04/06/2018,Tnxi Payroll Ppd,TNXI             PAYROLLPPD ID: 2300889828,739.41,credit,Paycheck,TOTAL CHECKING,,
04/05/2018,Wendy's,WENDYS #17 PALMDALE CA04/04,4.38,debit,Fast Food,TOTAL CHECKING,,
04/04/2018,ATM Withdrawal,ATM WITHDRAWAL008471  04/0417204 SAT,20,debit,Cash & ATM,TOTAL CHECKING,,
04/02/2018,Arco,ARCO #42498 AMPM ROSAMOND CA03/31,15.53,debit,Gas & Fuel,TOTAL CHECKING,,
04/01/2018,Cash Back Bonus,Cash Back Bonus from PayPal,1.03,credit,Bonus,PayPal Account,,
3/29/2018,Opensky Onlinepymt Web,OPENSKY          ONLINEPYMT 180870106631433 WEB ID: 9000002843,69.91,debit,Bills & Utilities,TOTAL CHECKING,,
3/27/2018,Opensky Onlinepymt Web,OPENSKY          ONLINEPYMT 180830106355385 WEB ID: 9000002843,126.67,debit,Bills & Utilities,TOTAL CHECKING,,
3/27/2018,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        03/26,11.83,debit,Shopping,TOTAL CHECKING,,
3/27/2018,PayPal,PAYPAL           INST XFER  HAYNESMANUA     WEB ID: PAYPALSI77,19.93,debit,Shopping,TOTAL CHECKING,,
3/27/2018,Haynes Manuals Inc.,"Payment to Haynes Manuals, Inc.",19.99,debit,Business Services,PayPal Account,,
3/26/2018,Harbor Freight Tools,HARBOR FREIGHT TOOLS 2 LANCASTERCA          03/24,24.28,debit,Home,TOTAL CHECKING,,
3/26/2018,Amazon,Amazon.com AMZN.COM/BILL WA03/24,14.45,debit,Shopping,TOTAL CHECKING,,
3/26/2018,State Ca Dept,STATE OF CA DEPT OF D 916-464-5000 CA        03/24,20,debit,Child Support,TOTAL CHECKING,,
3/23/2018,Fir St Progress,Online Payment 7005402609 To FIRST PROGRESS 03/23,39,debit,Credit Card Payment,TOTAL CHECKING,,
3/22/2018,ATM Withdrawal,ATM WITHDRAWAL002943  03/2217204 SAT,320,debit,Cash & ATM,TOTAL CHECKING,,
3/22/2018,Tnxi Payroll Ppd,TNXI             PAYROLLPPD ID: 2300889828,701.27,credit,Paycheck,TOTAL CHECKING,,
3/19/2018,Yoshinoya,YOSHINOYA 4140 PALMDALE CA03/18,5.46,debit,Fast Food,TOTAL CHECKING,,
3/18/2018,1&1 Internet,Payment to 1&amp;1 Internet Inc.,1.17,debit,Business Services,PayPal Account,,
3/16/2018,First Progress Pa,FIRST PROGRESS CARD 888-4034783PA           03/14,200,debit,Credit Card Payment,TOTAL CHECKING,,
3/15/2018,GoDaddy.com,DNH*GODADDY.COM 480-5058855 AZ03/14,16.99,debit,Business Services,TOTAL CHECKING,,
3/14/2018,ATM Cash Deposit,ATM CASH DEPOSIT 03/14 10348 SEPULVEDA BLVD MISSION HILLS CA,30,credit,Income,TOTAL CHECKING,,
3/14/2018,Carl's Jr,CARLS JR GB 7389 NORTH HILLS CA03/13,7.65,debit,Fast Food,TOTAL CHECKING,,
3/13/2018,First Progress Tn,Debit Card signature purchase to FIRST PROGRESS CARD|866-3873955|TN,29.95,debit,Credit Card Payment,PayPal Account,,
3/13/2018,Gse Rancho Vis,Debit Card signature purchase to 76 - GSE 76 RANCHO VIS|PALMDALE|CA,62.13,debit,Gas & Fuel,PayPal Account,,
3/13/2018,Comedy Union Ca,Debit Card signature purchase to THE COMEDY UNION|LOS ANGELES|CA,10.93,debit,Alcohol & Bars,PayPal Account,,
3/12/2018,Sdu Child Suppt,SDU CHILD SUPPT  CAEPWEBPPD ID: 1946001347,100,debit,Child Support,TOTAL CHECKING,,
3/10/2018,AutoZone,"Debit Card pin purchase to 009312         ,AUTOZONE  5460,PALMDALE,CA,US",14.65,debit,Service & Parts,PayPal Account,,
03/08/2018,Jack in the Box,JACK IN THE BOX 3565 NORTH HILLSCA          03/06,7.65,debit,Fast Food,TOTAL CHECKING,,
03/07/2018,Yoshinoya,YOSHINOYA  SEPULVEDA PANORAMA CITY CA        03/06,8.76,debit,Fast Food,TOTAL CHECKING,,
03/07/2018,Tnxi Payroll Ppd,TNXI             PAYROLLPPD ID: 2300889828,280.54,credit,Paycheck,TOTAL CHECKING,,
03/06/2018,McDonald's,MCDONALD'S F27391 NORTH HILLS CA03/05,4.38,debit,Fast Food,TOTAL CHECKING,,
03/05/2018,Fallas Commer,FALLAS 634 1226 COMMER LANCASTERCA          03/03,17.5,debit,Clothing,TOTAL CHECKING,,
03/05/2018,Jack in the Box,JACK IN THE BOX 0363 PALMDALE CA03/02,5.48,debit,Fast Food,TOTAL CHECKING,,
03/05/2018,Microsoft,MICROSOFT *ACCOUNT 800-642-7676WA           03/03,0.5,debit,Electronics & Software,TOTAL CHECKING,,
03/05/2018,Wwwopenskycccom Md,WWWOPENSKYCCCOM 855-7636736 MD03/02,300,debit,Credit Card Payment,TOTAL CHECKING,,
03/02/2018,ATM Cash Deposit,ATM CASH DEPOSIT 03/02 1723 E PALMDALE BLVD PALMDALE CA,360,credit,Income,TOTAL CHECKING,,
2/26/2018,Del Taco,DEL TACO 0315 PANORAMA CITY CA02/23,2.19,debit,Fast Food,TOTAL CHECKING,,
2/26/2018,Del Taco,DEL TACO 0073 VAN NUYS CA02/22,2.19,debit,Fast Food,TOTAL CHECKING,,
2/26/2018,Popeye's,POPEYES CHICKEN 3305 NORTH HILLSCA          02/22,6.57,debit,Restaurants,TOTAL CHECKING,,
2/26/2018,Food 4 Less,FOOD4LESS 16530 SHERMA VAN NUYSCA           02/26,5.05,debit,Groceries,TOTAL CHECKING,,
2/26/2018,Soya,SOYA TERIYAKI PALMDALE CA02/24,13.05,debit,Restaurants,TOTAL CHECKING,,
2/26/2018,KFC,KFC E791027 PALMDALE CA02/24,10.93,debit,Fast Food,TOTAL CHECKING,,
2/26/2018,United Oil,76 - UNITED OIL 0009 VAN NUYS CA02/23,60.11,debit,Gas & Fuel,TOTAL CHECKING,,
2/26/2018,Sonic,SONIC DRIVE-IN #5964 PALMDALE CA02/23,4.37,debit,Fast Food,TOTAL CHECKING,,
2/26/2018,Wal-Mart,Debit Card signature purchase to WALMART.COM|08009666546|AR,11.11,debit,Groceries,PayPal Account,,
2/23/2018,Burger King,BURGER KING #3679 VAN NUYS CA02/21,4.38,debit,Fast Food,TOTAL CHECKING,,
2/23/2018,Wal-Mart,WM SUPERC Wal-Mart Sup PALMDALECA           02/23,44.74,debit,Shopping,TOTAL CHECKING,,
2/23/2018,Dollar General,DOLLAR GE 244 E PALMDA PALMDALECA           02/23,21.3,debit,Shopping,TOTAL CHECKING,,
2/23/2018,ATM Withdrawal,ATM WITHDRAWAL006535  02/2210348 SEP,500,debit,Cash & ATM,TOTAL CHECKING,,
2/23/2018,ATM Withdrawal,ATM WITHDRAWAL009537  02/2317204 SAT,200,debit,Cash & ATM,TOTAL CHECKING,,
2/22/2018,Carl's Jr,CARL'S JR #1100090 SANTA CLARITACA          02/21,7.66,debit,Fast Food,TOTAL CHECKING,,
2/22/2018,Tnxi Payroll Ppd,TNXI             PAYROLLPPD ID: 2300889828,835.11,credit,Paycheck,TOTAL CHECKING,,
2/22/2018,CT Propane Fuel 2,CT PROPANE FUEL VAN NUYS CA000044  02/22,3.38,debit,Business Services,TOTAL CHECKING,,
2/21/2018,ATM Fee,NON-CHASE ATM WITHDRAW771650  02/2116860   S,2.95,debit,ATM Fee,TOTAL CHECKING,,
2/21/2018,ATM Withdrawal,NON-CHASE ATM WITHDRAW771650  02/2116860   S,200,debit,Cash & ATM,TOTAL CHECKING,,
2/21/2018,ATM Fee,NON-CHASE ATM FEE-WITH,2.5,debit,ATM Fee,TOTAL CHECKING,,
2/20/2018,ATM Deposit,ATM CHECK DEPOSIT 02/18 1140 W AVENUE K LANCASTER CA,455.07,credit,Income,TOTAL CHECKING,,
2/20/2018,Jiaxingtrad Ca,PAYPAL *JIAXINGTRAD 402-935-7733CA          02/19,6.49,debit,Electronics & Software,TOTAL CHECKING,,
2/20/2018,Arco,ARCO #42110 MISSION HILLS CA02/20,4.66,debit,Gas & Fuel,TOTAL CHECKING,,
2/20/2018,AutoZone,AUTOZONE  4150 1240 W LANCASTERCA   636881  02/18,39.31,debit,Service & Parts,TOTAL CHECKING,,
2/20/2018,ATM Cash Deposit,ATM CASH DEPOSIT 02/20 17204 SATICOY ST VAN NUYS CA,140,credit,Income,TOTAL CHECKING,,
2/20/2018,Lowe's,LOWE'S #2502 LANCASTER CA897686  02/18,26.56,debit,Home Improvement,TOTAL CHECKING,,
2/20/2018,AliExpress,AliExpress 408-7855580 CA02/18,41.74,debit,Shopping,TOTAL CHECKING,,
2/20/2018,AliExpress,WWW.ALIEXPRESS.COM 408-748-1200DE           02/18,20.38,debit,Shopping,TOTAL CHECKING,,
2/20/2018,AliExpress,AliExpress 408-7855580 CA02/18,14.66,debit,Shopping,TOTAL CHECKING,,
2/20/2018,AliExpress,AliExpress 408-7855580 CA02/18,23.1,debit,Shopping,TOTAL CHECKING,,
2/20/2018,AliExpress,AliExpress 408-7855580 CA02/18,13.95,debit,Shopping,TOTAL CHECKING,,
2/20/2018,AliExpress,AliExpress 408-7855580 CA02/18,16.02,debit,Shopping,TOTAL CHECKING,,
2/20/2018,Jack in the Box,JACK IN THE BOX 3565 NORTH HILLSCA          02/15,4.59,debit,Fast Food,TOTAL CHECKING,,
2/20/2018,PayPal,PAYPAL           TRANSFER   4JXJ2AE22PWAY   WEB ID: PAYPALSD22,130,debit,Shopping,TOTAL CHECKING,,
2/20/2018,Jiaxiang Trading Inc,Purchase from JiaXingTradingINC.,6.49,debit,Business Services,PayPal Account,,
2/18/2018,Transfer Bank Account,Transfer from Bank Account,130,credit,Transfer,PayPal Account,,
2/16/2018,Arco,ARCO #42113 PALMDALE CA894182  02/16,36.76,debit,Gas & Fuel,TOTAL CHECKING,,
2/16/2018,McDonald's,MCDONALD'S F27391 NORTH HILLS CA02/15,2.19,debit,Fast Food,TOTAL CHECKING,,
2/16/2018,Chick-Fil-A,CHICK-FIL-A #02509 NORTHRIDGE CA02/14,9.52,debit,Fast Food,TOTAL CHECKING,,
2/15/2018,Arco,ARCO #42566 AMPM LANCASTER CA02/15,50.35,debit,Gas & Fuel,TOTAL CHECKING,,
2/14/2018,1&1 Internet,PAYPAL *1AND1 INC 402-935-7733 PA            02/13,12.11,debit,Business Services,TOTAL CHECKING,,
2/14/2018,McDonald's,MCDONALD'S F27753 VAN NUYS CA02/12,11.27,debit,Fast Food,TOTAL CHECKING,,
2/14/2018,Jack in the Box,JACK IN THE BOX 0307 NORTHRIDGECA           02/13,3.82,debit,Fast Food,TOTAL CHECKING,,
2/14/2018,Salvation Army,SALVATION ARMY 060 ST0 NORTH HILLS CA        02/13,4.99,debit,Charity,TOTAL CHECKING,,
2/14/2018,Circle K,CIRCLE K VAN NUYS CA174187  02/14,1.63,debit,Gas & Fuel,TOTAL CHECKING,,
2/13/2018,Ralphs,RALPHS #0 16940 DEVO GRANADA HILLS CA        02/13,16.87,debit,Groceries,TOTAL CHECKING,,
2/13/2018,Coal,COAL-26Jan18-3215,17.48,debit,State Tax,TOTAL CHECKING,,
2/13/2018,1&1 Internet,Payment to 1&amp;1 Internet Inc.,13.16,debit,Business Services,PayPal Account,,
2/12/2018,Liquor King,LIQUOR KING INC PALMDALE CA02/10,40,debit,Alcohol & Bars,TOTAL CHECKING,,
2/12/2018,Liquor King,LIQUOR KING INC PALMDALE CA02/10,1.99,debit,Alcohol & Bars,TOTAL CHECKING,,
2/12/2018,99 Cents Only Stores LLC,99 CENTS ONLY STORES #3 PALMDALECA          02/10,9.49,debit,Shopping,TOTAL CHECKING,,
2/12/2018,Dollar Tree,DOLLAR TREE PALMDALE CA02/11,11.73,debit,Shopping,TOTAL CHECKING,,
2/12/2018,Trendsetters Plus Sepulveda,76 - TRENDSETTERS PLUS SEPULVEDACA          02/09,20,debit,Gas & Fuel,TOTAL CHECKING,,
2/12/2018,Yoshinoya,YOSHINOYA  SEPULVEDA PANORAMA CITY CA        02/09,7.98,debit,Fast Food,TOTAL CHECKING,,
2/10/2018,Bank Withdrawl,Bank Withdrawl,200,credit,Cash & ATM,Cash,,
02/09/2018,Food 4 Less,FOOD4LESS 16208 PARTHE NORTH HILLS CA        02/09,5.17,debit,Groceries,TOTAL CHECKING,,
02/08/2018,AutoZone,AUTOZONE  5483 16102 N N HILLS CA    305885  02/08,8.74,debit,Service & Parts,TOTAL CHECKING,,
02/08/2018,AutoZone,AUTOZONE  5483 16102 N N HILLS CA    005487  02/08,31.52,debit,Service & Parts,TOTAL CHECKING,,
02/08/2018,ATM Withdrawal,ATM WITHDRAWAL003672  02/089154 SEPU,200,debit,Cash & ATM,TOTAL CHECKING,,
